Date,Site ID,Site,Protection status,Substrate,Transect number,Transect area,Depth,Rugosity,Heading,Species code,Species name,Diet,Guild,Size,Count,aL,bL,a,b
3/19/19,HPC10,Hanauma,Protected,Colonized hardbottom,10,125,6,16.47,310,THTR,Thalassoma trilobatum,Carnivore,Invertivore,22,1,0,1,0.0123,3.097
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,125,6,13.4,60,THTR,Thalassoma trilobatum,Carnivore,Invertivore,24,1,0,1,0.0123,3.097
6/6/19,NUU6,North Shore,Unprotected,Uncolonized hardbottom,6,125,3,11.84,240,THTR,Thalassoma trilobatum,Carnivore,Invertivore,5,1,0,1,0.0123,3.097
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,125,4,14.43,180,THTR,Thalassoma trilobatum,Carnivore,Invertivore,19,1,0,1,0.0123,3.097
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THTR,Thalassoma trilobatum,Carnivore,Invertivore,16,1,0,1,0.0123,3.097
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THTR,Thalassoma trilobatum,Carnivore,Invertivore,18,1,0,1,0.0123,3.097
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THTR,Thalassoma trilobatum,Carnivore,Invertivore,18,1,0,1,0.0123,3.097
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THTR,Thalassoma trilobatum,Carnivore,Invertivore,20,1,0,1,0.0123,3.097
3/19/19,HPC10,Hanauma,Protected,Colonized hardbottom,10,125,6,16.47,310,ZACO,Zanclus cornutus,Carnivore,Invertivore,15,1,0,1,0.0147,3.37
3/16/19,HUC4,Hanauma,Unprotected,Colonized hardbottom,4,125,15,13.23,190,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,1,0,1,0.0147,3.37
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,1,0,1,0.0147,3.37
7/27/18,KPC2,Kaneohe,Protected,Colonized hardbottom,2,125,16,13.9,120,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,2,0,1,0.0147,3.37
7/27/18,KPC2,Kaneohe,Protected,Colonized hardbottom,2,125,16,13.9,120,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,2,0,1,0.0147,3.37
7/27/18,KPC3,Kaneohe,Protected,Colonized hardbottom,3,125,12,13.7,140,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,1,0,1,0.0147,3.37
7/27/18,KPC3,Kaneohe,Protected,Colonized hardbottom,3,125,12,13.7,140,ZACO,Zanclus cornutus,Carnivore,Invertivore,15,1,0,1,0.0147,3.37
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,2,0,1,0.0147,3.37
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,2,0,1,0.0147,3.37
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,1,0,1,0.0147,3.37
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ZACO,Zanclus cornutus,Carnivore,Invertivore,15,1,0,1,0.0147,3.37
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,2,0,1,0.0147,3.37
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ZACO,Zanclus cornutus,Carnivore,Invertivore,15,1,0,1,0.0147,3.37
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,2,0,1,0.0147,3.37
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,1,0,1,0.0147,3.37
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,1,0,1,0.0147,3.37
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ZACO,Zanclus cornutus,Carnivore,Invertivore,15,1,0,1,0.0147,3.37
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,1,0,1,0.0147,3.37
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,1,0,1,0.0147,3.37
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,1,0,1,0.0147,3.37
9/8/18,KUC5,Kaneohe,Unprotected,Colonized hardbottom,5,125,12,21.2,25,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,3,0,1,0.0147,3.37
9/8/18,KUU6,Kaneohe,Unprotected,Uncolonized hardbottom,6,125,16,15.3,225,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,2,0,1,0.0147,3.37
2/23/19,NPC7,North Shore,Protected,Colonized hardbottom,7,125,19,11.43,20,ZACO,Zanclus cornutus,Carnivore,Invertivore,15,2,0,1,0.0147,3.37
2/23/19,NPC9,North Shore,Protected,Colonized hardbottom,9,125,16,12.06,150,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,2,0,1,0.0147,3.37
2/23/19,NPU8,North Shore,Protected,Uncolonized hardbottom,8,125,18,11.06,30,ZACO,Zanclus cornutus,Carnivore,Invertivore,14,1,0,1,0.0147,3.37
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,125,42,14.11,270,ZACO,Zanclus cornutus,Carnivore,Invertivore,18,2,0,1,0.0147,3.37
6/8/19,NUC8,North Shore,Unprotected,Colonized hardbottom,8,125,45,12.18,65,ZACO,Zanclus cornutus,Carnivore,Invertivore,22,1,0,1,0.0147,3.37
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,125,6,13.4,60,ZACO,Zanclus cornutus,Carnivore,Invertivore,22,2,0,1,0.0147,3.37
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,125,7,15.32,290,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,1,0,1,0.0147,3.37
11/29/18,WUC3,Waikiki,Unprotected,Colonized hardbottom,3,125,23,12.46,70,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,1,0,1,0.0147,3.37
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,ZACO,Zanclus cornutus,Carnivore,Invertivore,16,2,0,1,0.0147,3.37
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,ZACO,Zanclus cornutus,Carnivore,Invertivore,10,1,0,1,0.0147,3.37
3/19/19,HPC10,Hanauma,Protected,Colonized hardbottom,10,125,6,16.47,310,ACAC,Acanthurus achilles,Herbivore,Grazer,16,3,0,1,0.0245,3
3/19/19,HPC10,Hanauma,Protected,Colonized hardbottom,10,125,6,16.47,310,ACAC,Acanthurus achilles,Herbivore,Grazer,18,1,0,1,0.0245,3
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACAC,Acanthurus achilles,Herbivore,Grazer,16,1,0,1,0.0245,3
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACAC,Acanthurus achilles,Herbivore,Grazer,20,1,0,1,0.0245,3
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACAC,Acanthurus achilles,Herbivore,Grazer,21,1,0,1,0.0245,3
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACAC,Acanthurus achilles,Herbivore,Grazer,22,1,0,1,0.0245,3
3/19/19,HPC8,Hanauma,Protected,Colonized hardbottom,8,125,19,16.78,180,ACAC,Acanthurus achilles,Herbivore,Grazer,10,2,0,1,0.0245,3
3/19/19,HPC8,Hanauma,Protected,Colonized hardbottom,8,125,19,16.78,180,ACAC,Acanthurus achilles,Herbivore,Grazer,12,4,0,1,0.0245,3
11/3/18,NPU1,North Shore,Protected,Uncolonized hardbottom,1,125,5,10.22,120,ACAC,Acanthurus achilles,Herbivore,Grazer,16,2,0,1,0.0245,3
11/3/18,NPU1,North Shore,Protected,Uncolonized hardbottom,1,125,5,10.22,120,ACAC,Acanthurus achilles,Herbivore,Grazer,18,2,0,1,0.0245,3
11/3/18,NPU1,North Shore,Protected,Uncolonized hardbottom,1,125,5,10.22,120,ACAC,Acanthurus achilles,Herbivore,Grazer,19,1,0,1,0.0245,3
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,125,10,17.42,310,ACAC,Acanthurus achilles,Herbivore,Grazer,14,2,0,1,0.0245,3
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,ACAC,Acanthurus achilles,Herbivore,Grazer,10,2,0,1,0.0245,3
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,ACAC,Acanthurus achilles,Herbivore,Grazer,16,1,0,1,0.0245,3
3/19/19,HPC10,Hanauma,Protected,Colonized hardbottom,10,125,6,16.47,310,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
3/19/19,HPC10,Hanauma,Protected,Colonized hardbottom,10,125,6,16.47,310,ACBL,Acanthurus blochii,Herbivore,Grazer,27,1,0,0.968,0.0219,3.07
3/12/19,HPC2,Hanauma,Protected,Colonized hardbottom,2,125,15,14.42,155,ACBL,Acanthurus blochii,Herbivore,Grazer,24,1,0,0.968,0.0219,3.07
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACBL,Acanthurus blochii,Herbivore,Grazer,26,1,0,0.968,0.0219,3.07
3/12/19,HPC6,Hanauma,Protected,Colonized hardbottom,6,125,7,15.12,55,ACBL,Acanthurus blochii,Herbivore,Grazer,27,1,0,0.968,0.0219,3.07
3/5/19,HPU1,Hanauma,Protected,Uncolonized hardbottom,1,125,3,12.66,150,ACBL,Acanthurus blochii,Herbivore,Grazer,24,1,0,0.968,0.0219,3.07
3/5/19,HPU1,Hanauma,Protected,Uncolonized hardbottom,1,125,3,12.66,150,ACBL,Acanthurus blochii,Herbivore,Grazer,24,2,0,0.968,0.0219,3.07
3/5/19,HPU1,Hanauma,Protected,Uncolonized hardbottom,1,125,3,12.66,150,ACBL,Acanthurus blochii,Herbivore,Grazer,27,1,0,0.968,0.0219,3.07
3/5/19,HPU10,Hanauma,Protected,Uncolonized hardbottom,10,125,3,13.34,180,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
3/5/19,HPU10,Hanauma,Protected,Uncolonized hardbottom,10,125,3,13.34,180,ACBL,Acanthurus blochii,Herbivore,Grazer,24,1,0,0.968,0.0219,3.07
3/5/19,HPU10,Hanauma,Protected,Uncolonized hardbottom,10,125,3,13.34,180,ACBL,Acanthurus blochii,Herbivore,Grazer,28,1,0,0.968,0.0219,3.07
3/5/19,HPU2,Hanauma,Protected,Uncolonized hardbottom,2,125,5,12.03,320,ACBL,Acanthurus blochii,Herbivore,Grazer,29,1,0,0.968,0.0219,3.07
3/5/19,HPU2,Hanauma,Protected,Uncolonized hardbottom,2,125,5,12.03,320,ACBL,Acanthurus blochii,Herbivore,Grazer,32,1,0,0.968,0.0219,3.07
3/5/19,HPU2,Hanauma,Protected,Uncolonized hardbottom,2,125,5,12.03,320,ACBL,Acanthurus blochii,Herbivore,Grazer,34,1,0,0.968,0.0219,3.07
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACBL,Acanthurus blochii,Herbivore,Grazer,22,1,0,0.968,0.0219,3.07
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACBL,Acanthurus blochii,Herbivore,Grazer,26,1,0,0.968,0.0219,3.07
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACBL,Acanthurus blochii,Herbivore,Grazer,33,1,0,0.968,0.0219,3.07
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACBL,Acanthurus blochii,Herbivore,Grazer,37,1,0,0.968,0.0219,3.07
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACBL,Acanthurus blochii,Herbivore,Grazer,24,4,0,0.968,0.0219,3.07
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACBL,Acanthurus blochii,Herbivore,Grazer,25,1,0,0.968,0.0219,3.07
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACBL,Acanthurus blochii,Herbivore,Grazer,26,1,0,0.968,0.0219,3.07
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACBL,Acanthurus blochii,Herbivore,Grazer,27,1,0,0.968,0.0219,3.07
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACBL,Acanthurus blochii,Herbivore,Grazer,20,1,0,0.968,0.0219,3.07
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACBL,Acanthurus blochii,Herbivore,Grazer,27,1,0,0.968,0.0219,3.07
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACBL,Acanthurus blochii,Herbivore,Grazer,22,1,0,0.968,0.0219,3.07
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACBL,Acanthurus blochii,Herbivore,Grazer,26,1,0,0.968,0.0219,3.07
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACBL,Acanthurus blochii,Herbivore,Grazer,27,1,0,0.968,0.0219,3.07
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACBL,Acanthurus blochii,Herbivore,Grazer,21,1,0,0.968,0.0219,3.07
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACBL,Acanthurus blochii,Herbivore,Grazer,26,1,0,0.968,0.0219,3.07
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACBL,Acanthurus blochii,Herbivore,Grazer,24,1,0,0.968,0.0219,3.07
3/17/19,HUU5,Hanauma,Unprotected,Uncolonized hardbottom,5,125,7,12.85,65,ACBL,Acanthurus blochii,Herbivore,Grazer,24,3,0,0.968,0.0219,3.07
3/17/19,HUU5,Hanauma,Unprotected,Uncolonized hardbottom,5,125,7,12.85,65,ACBL,Acanthurus blochii,Herbivore,Grazer,26,5,0,0.968,0.0219,3.07
3/17/19,HUU5,Hanauma,Unprotected,Uncolonized hardbottom,5,125,7,12.85,65,ACBL,Acanthurus blochii,Herbivore,Grazer,27,4,0,0.968,0.0219,3.07
3/17/19,HUU5,Hanauma,Unprotected,Uncolonized hardbottom,5,125,7,12.85,65,ACBL,Acanthurus blochii,Herbivore,Grazer,28,3,0,0.968,0.0219,3.07
7/27/18,KPC1,Kaneohe,Protected,Colonized hardbottom,1,125,24,13.5,280,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
7/27/18,KPC1,Kaneohe,Protected,Colonized hardbottom,1,125,24,13.5,280,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,13,1,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,16,2,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,16,2,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,16,4,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,17,2,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,18,3,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,18,3,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,20,1,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,20,2,0,0.968,0.0219,3.07
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACBL,Acanthurus blochii,Herbivore,Grazer,22,1,0,0.968,0.0219,3.07
7/27/18,KPC3,Kaneohe,Protected,Colonized hardbottom,3,125,12,13.7,140,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
7/28/18,KPC4,Kaneohe,Protected,Colonized hardbottom,4,125,12,14.4,160,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,12,1,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,12,1,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,12,2,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,12,2,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
7/28/18,KPC5,Kaneohe,Protected,Colonized hardbottom,5,125,19,16.2,180,ACBL,Acanthurus blochii,Herbivore,Grazer,21,1,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,4,1,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,5,1,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,12,1,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,12,2,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,14,3,0,0.968,0.0219,3.07
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACBL,Acanthurus blochii,Herbivore,Grazer,16,2,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,8,1,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,12,1,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,12,1,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,12,5,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,13,3,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACBL,Acanthurus blochii,Herbivore,Grazer,14,2,0,0.968,0.0219,3.07
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACBL,Acanthurus blochii,Herbivore,Grazer,13,1,0,0.968,0.0219,3.07
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACBL,Acanthurus blochii,Herbivore,Grazer,21,1,0,0.968,0.0219,3.07
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACBL,Acanthurus blochii,Herbivore,Grazer,13,1,0,0.968,0.0219,3.07
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,16,1,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,16,2,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,18,1,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,21,2,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,22,1,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,24,1,0,0.968,0.0219,3.07
8/3/18,KPU1,Kaneohe,Protected,Uncolonized hardbottom,1,125,19,16.1,210,ACBL,Acanthurus blochii,Herbivore,Grazer,26,1,0,0.968,0.0219,3.07
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACBL,Acanthurus blochii,Herbivore,Grazer,8,1,0,0.968,0.0219,3.07
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACBL,Acanthurus blochii,Herbivore,Grazer,11,4,0,0.968,0.0219,3.07
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACBL,Acanthurus blochii,Herbivore,Grazer,12,2,0,0.968,0.0219,3.07
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACBL,Acanthurus blochii,Herbivore,Grazer,13,1,0,0.968,0.0219,3.07
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACBL,Acanthurus blochii,Herbivore,Grazer,13,2,0,0.968,0.0219,3.07
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACBL,Acanthurus blochii,Herbivore,Grazer,14,1,0,0.968,0.0219,3.07
